file,cosine_similarity,l2_distance
sound_0_0.wav,0.8967641592025757,0.4543915390968323
sound_0_1.wav,0.8817908763885498,0.48622873425483704
sound_0_2.wav,0.9057866334915161,0.434081494808197
sound_100_0.wav,0.8168217539787292,0.6052738428115845
sound_100_1.wav,0.6873050928115845,0.7908161282539368
sound_100_2.wav,0.780652642250061,0.6623404026031494
sound_101_0.wav,0.9592468738555908,0.28549301624298096
sound_101_1.wav,0.9413642883300781,0.34244921803474426
sound_101_2.wav,0.9521397948265076,0.3093876838684082
sound_102_0.wav,1.0,0.0
sound_102_1.wav,1.0,0.0
sound_102_2.wav,0.9999999403953552,0.0
sound_103_0.wav,1.000000238418579,0.0
sound_103_1.wav,1.0,0.0
sound_103_2.wav,1.0,0.0
sound_104_0.wav,0.9188618063926697,0.40283557772636414
sound_104_1.wav,0.8345179557800293,0.5752947330474854
sound_104_2.wav,0.9134014844894409,0.416169673204422
sound_105_0.wav,0.8108287453651428,0.6150955557823181
sound_105_1.wav,0.7957510948181152,0.6391383409500122
sound_105_2.wav,0.6531615257263184,0.8328728079795837
sound_106_0.wav,0.9782618880271912,0.20850998163223267
sound_106_1.wav,0.9849346876144409,0.1735823154449463
sound_106_2.wav,0.9698905944824219,0.24539566040039062
sound_107_0.wav,0.7786616086959839,0.6653397083282471
sound_107_1.wav,0.8908982872962952,0.46712231636047363
sound_107_2.wav,0.804580807685852,0.6251707077026367
sound_108_0.wav,0.9919776916503906,0.1266670525074005
sound_108_1.wav,0.9945734739303589,0.10417838394641876
sound_108_2.wav,0.9979254603385925,0.06441372632980347
sound_109_0.wav,0.9571482539176941,0.29275161027908325
sound_109_1.wav,0.9170287251472473,0.4073610007762909
sound_109_2.wav,0.924006998538971,0.38985395431518555
sound_10_0.wav,0.9689100980758667,0.24935908615589142
sound_10_1.wav,0.8975300788879395,0.45270290970802307
sound_10_2.wav,0.7876211404800415,0.6517344117164612
sound_110_0.wav,1.0000001192092896,0.0
sound_110_1.wav,1.0000001192092896,0.0
sound_110_2.wav,1.0000001192092896,0.0
sound_111_0.wav,0.45619601011276245,1.0428845882415771
sound_111_1.wav,0.4891980290412903,1.010744333267212
sound_111_2.wav,0.49564382433891296,1.0043467283248901
sound_112_0.wav,0.5737972855567932,0.9232580661773682
sound_112_1.wav,0.8088842630386353,0.618248701095581
sound_112_2.wav,0.8640798330307007,0.5213833451271057
sound_113_0.wav,1.0000001192092896,0.0
sound_113_1.wav,1.0000001192092896,0.0
sound_113_2.wav,1.0000001192092896,0.0
sound_114_0.wav,0.6742147207260132,0.8071993589401245
sound_114_1.wav,0.831628143787384,0.5802962779998779
sound_114_2.wav,0.9534631967544556,0.3050800561904907
sound_115_0.wav,0.879796028137207,0.4903142750263214
sound_115_1.wav,0.4839724004268646,1.0159012079238892
sound_115_2.wav,0.7523855566978455,0.7037249207496643
sound_116_0.wav,0.8345125913619995,0.5753040313720703
sound_116_1.wav,0.8840580582618713,0.48154330253601074
sound_116_2.wav,0.7282333970069885,0.737247109413147
sound_117_0.wav,0.9514732360839844,0.31153422594070435
sound_117_1.wav,0.924733579158783,0.3879857063293457
sound_117_2.wav,0.8692778944969177,0.5113163590431213
sound_118_0.wav,0.9999999403953552,0.0
sound_118_1.wav,1.0000001192092896,0.0
sound_118_2.wav,1.0,0.0
sound_119_0.wav,0.9874839782714844,0.1582159847021103
sound_119_1.wav,0.7667862772941589,0.6829549670219421
sound_119_2.wav,0.9693986177444458,0.24739199876785278
sound_11_0.wav,0.952709436416626,0.3075409531593323
sound_11_1.wav,0.8158695101737976,0.6068450808525085
sound_11_2.wav,0.6417654156684875,0.8464449048042297
sound_120_0.wav,0.6968565583229065,0.7786442041397095
sound_120_1.wav,0.8505311012268066,0.5467522740364075
sound_120_2.wav,0.8553368449211121,0.5378903746604919
sound_121_0.wav,0.4074338674545288,1.0886378288269043
