mse,l2
5.2245031838538125e-05,6.782998085021973
0.0005074942600913346,21.14047622680664
0.0010707472683861852,30.707374572753906
0.0009087408543564379,28.289106369018555
0.001193683361634612,32.422298431396484
0.0037195305339992046,57.232574462890625
0.0007372433319687843,25.480304718017578
0.005087149329483509,66.93241119384766
0.006098999176174402,73.28726196289062
7.429440302075818e-05,8.088672637939453
0.0004058005288243294,18.904077529907227
0.00023153482470661402,14.279314994812012
0.0006287476280704141,23.530838012695312
0.0011950416956096888,32.440738677978516
0.0014910412719473243,36.2363166809082
0.001870870590209961,40.59019088745117
0.001328105921857059,34.19916915893555
0.008091151714324951,84.41203308105469
0.0002713753783609718,15.459107398986816
0.0002485981967765838,14.796131134033203
0.0005070387851446867,21.1309871673584
0.0022968840785324574,44.97475051879883
0.0029134447686374187,50.6526985168457
0.013917393051087856,110.70777893066406
0.0002749075065366924,15.55938720703125
0.0017301947809755802,39.03432846069336
0.001836213981732726,40.21247863769531
0.0002549030468799174,14.982583999633789
0.00020202032465022057,13.33818531036377
0.0004844666691496968,20.655282974243164
0.000626345572527498,23.4858455657959
0.00041074343607760966,19.018861770629883
0.0008610295481048524,27.536468505859375
6.791381747461855e-05,7.73353910446167
8.40262437122874e-05,8.602143287658691
0.0002692046109586954,15.397153854370117
0.007791170850396156,82.83245849609375
0.00513318320736289,67.23456573486328
0.0029428352136164904,50.90754699707031
0.0001284374884562567,10.635186195373535
0.00019434366549830884,13.082308769226074
0.00023043893452268094,14.245481491088867
0.00012340453395154327,10.424729347229004
6.96114293532446e-05,7.829598426818848
0.0001213388386531733,10.337109565734863
7.985771662788466e-05,8.386054039001465
0.0004078693164046854,18.95220375061035
0.0008769917185418308,27.790536880493164
0.00035813418799079955,17.75914764404297
3.851825385936536e-05,5.824149131774902
0.0011676577851176262,32.06690216064453
0.00014425093831960112,11.27089786529541
0.00026753678685054183,15.349384307861328
0.0013460046611726284,34.42884826660156
0.00020012343884445727,13.27541732788086
4.379131132736802e-05,6.210022449493408
0.00012036273983540013,10.295448303222656
0.0014543818542733788,35.788082122802734
0.0017382863443344831,39.12549591064453
0.004401661455631256,62.25977325439453
0.015256881713867188,115.9129867553711
0.15811578929424286,373.1529235839844
0.041702453047037125,191.6372833251953
0.00017973392095882446,12.580972671508789
0.0021076954435557127,43.08272171020508
0.00012557508307509124,10.516008377075195
9.018590208142996e-05,8.911863327026367
0.00040414236718788743,18.865415573120117
0.0009698615758679807,29.2249698638916
0.002312321914359927,45.12563705444336
0.005183883477002382,67.56578826904297
0.003333714324980974,54.18304443359375
0.00015369160973932594,11.633872032165527
0.00037948237149976194,18.280792236328125
0.00017682751058600843,12.478837013244629
0.0027429014444351196,49.1478271484375
0.0018439944833517075,40.297584533691406
0.006751414854079485,77.10749816894531
0.012385268695652485,104.43640899658203
0.016002902761101723,118.71308135986328
0.014882819727063179,114.48321533203125
0.00022950144193600863,14.216474533081055
0.0001804387866286561,12.605618476867676
0.0006878754356876016,24.612407684326172
3.947651566704735e-05,5.896151065826416
0.00010974428005283698,9.830829620361328
0.00015799672110006213,11.795686721801758
0.0009596813470125198,29.071184158325195
0.0006402091821655631,23.744342803955078
0.0015377058880403638,36.79898452758789
0.0004707906045950949,20.361656188964844
0.0009797249222174287,29.37320327758789
0.00023715206771157682,14.451491355895996
